
Data Source:  https://wcc.sc.egov.usda.gov/nwcc/tabget?state=CO
#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 825: Tower, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Tower (825) 
# Colorado  SNOTEL Site - 10500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 9, 2021 12:46:31 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2014-10-09,0.0,0.5,44,34,39,0.50
2014-10-10,0.4,1.0,49,33,38,0.20
2014-10-11,0.0,1.2,46,35,38,0.10
2014-10-12,0.1,1.3,36,23,29,0.50
2014-10-13,0.7,1.8,32,23,27,0.00
2014-10-14,0.7,1.8,47,25,37,0.10
2014-10-15,0.7,1.9,52,40,46,0.00
2014-10-16,0.6,1.9,49,36,41,0.00
2014-10-17,0.0,1.9,50,35,42,0.00
2014-10-18,0.0,1.9,52,37,43,0.00
2014-10-19,0.0,1.9,56,37,44,0.00
2014-10-20,0.0,1.9,53,39,44,0.00
2014-10-21,0.0,1.9,46,31,39,0.40
2014-10-22,0.3,2.3,38,31,34,0.00
2014-10-23,0.0,2.3,48,31,39,0.00
2014-10-24,0.0,2.3,54,37,44,0.00
2014-10-25,0.0,2.3,56,40,46,0.00
2014-10-26,0.0,2.3,48,27,39,0.70
2014-10-27,0.7,3.0,27,17,21,0.20
2014-10-28,0.8,3.2,32,17,25,0.00
2014-10-29,0.8,3.2,40,26,33,0.10
2014-10-30,0.8,3.3,46,28,36,0.00
2014-10-31,0.8,3.3,50,35,41,0.10
2014-11-01,0.8,3.4,49,38,42,0.00
2014-11-02,0.8,3.4,38,27,31,0.40
2014-11-03,1.4,3.8,27,15,22,0.40
2014-11-04,1.8,4.2,28,15,21,0.00
2014-11-05,1.9,4.2,34,21,27,0.10
2014-11-06,1.9,4.3,45,26,36,0.00
2014-11-07,1.9,4.3,39,29,33,0.00
2014-11-08,1.9,4.3,40,26,31,0.00
2014-11-09,1.9,4.3,43,29,35,0.10
2014-11-10,2.0,4.4,34,12,22,0.50
2014-11-11,2.7,4.9,20,5,13,0.00
2014-11-12,2.8,4.9,14,-3,4,0.00
2014-11-13,2.8,4.9,19,-4,11,0.90
2014-11-14,3.6,5.8,25,19,23,0.70
2014-11-15,4.2,6.5,23,-7,11,0.60
2014-11-16,5.1,7.1,9,-8,0,0.20
2014-11-17,5.1,7.3,16,0,6,0.00
2014-11-18,5.1,7.3,19,6,13,0.30
2014-11-19,5.1,7.6,26,15,19,0.00
2014-11-20,5.1,7.6,29,18,23,0.00
2014-11-21,5.2,7.6,30,19,23,0.00
2014-11-22,5.2,7.6,32,20,24,1.30
2014-11-23,6.6,8.9,20,7,13,0.60
2014-11-24,7.4,9.5,19,6,10,0.90
2014-11-25,8.4,10.4,24,6,15,1.10
2014-11-26,9.6,11.5,27,24,26,0.20
2014-11-27,10.0,11.7,31,23,26,0.40
2014-11-28,10.0,12.1,34,24,28,0.00
2014-11-29,10.1,12.1,35,24,29,0.10
2014-11-30,10.1,12.2,29,22,27,0.00
2014-12-01,10.1,12.2,25,23,24,0.20
2014-12-02,10.2,12.4,32,22,26,0.00
2014-12-03,10.2,12.4,28,24,26,0.10
2014-12-04,10.2,12.5,30,25,28,0.00
2014-12-05,10.2,12.5,29,22,26,0.00
2014-12-06,10.4,12.5,31,24,27,0.10
2014-12-07,10.4,12.6,28,23,26,0.00
2014-12-08,10.4,12.6,31,22,26,0.00
2014-12-09,10.5,12.6,37,25,30,0.00
2014-12-10,10.5,12.6,41,25,32,0.00
2014-12-11,10.5,12.6,38,27,31,0.10
2014-12-12,10.5,12.7,43,29,35,0.10
2014-12-13,10.5,12.8,41,23,32,0.00
2014-12-14,10.5,12.8,24,14,19,0.20
2014-12-15,10.9,13.0,16,9,12,0.00
2014-12-16,11.1,13.0,29,10,21,0.50
2014-12-17,11.4,13.5,26,17,21,0.10
2014-12-18,11.6,13.6,21,13,17,0.00
2014-12-19,11.6,13.6,17,14,15,0.10
2014-12-20,11.7,13.7,21,14,19,0.30
2014-12-21,11.9,14.0,25,18,21,2.30
2014-12-22,14.4,16.3,19,8,14,0.50
2014-12-23,15.1,16.8,15,4,8,0.10
2014-12-24,15.3,16.9,23,5,14,0.30
2014-12-25,15.6,17.2,24,9,18,0.30
2014-12-26,16.0,17.5,19,-2,7,0.00
2014-12-27,16.0,17.5,5,-4,0,0.00
2014-12-28,16.2,17.5,10,0,6,0.50
2014-12-29,17.0,18.0,13,-5,2,0.00
2014-12-30,17.1,18.0,14,-11,-2,0.10
2014-12-31,17.1,18.1,30,-8,8,0.40
2015-01-01,17.2,18.5,21,9,13,0.30
2015-01-02,17.2,18.8,21,7,14,0.10
2015-01-03,17.2,18.9,15,7,12,0.10
2015-01-04,17.5,19.0,18,8,13,0.20
2015-01-05,17.5,19.2,27,15,23,0.50
2015-01-06,17.5,19.7,30,25,28,0.00
2015-01-07,17.5,19.7,36,24,28,0.00
2015-01-08,17.5,19.7,32,23,26,0.00
2015-01-09,17.5,19.7,29,20,24,0.00
2015-01-10,17.6,19.7,28,22,25,0.10
2015-01-11,17.7,19.8,26,22,24,0.30
2015-01-12,18.0,20.1,31,19,23,0.10
2015-01-13,18.0,20.2,30,15,22,0.00
2015-01-14,18.0,20.2,31,14,19,0.00
2015-01-15,18.0,20.2,28,14,20,0.00
2015-01-16,18.1,20.2,31,18,22,0.20
2015-01-17,18.3,20.4,22,14,17,0.00
2015-01-18,18.3,20.4,30,17,24,0.10
2015-01-19,18.4,20.5,25,18,23,0.30
2015-01-20,18.8,20.8,18,9,13,0.00
2015-01-21,18.8,20.8,19,0,7,0.00
2015-01-22,18.8,20.8,17,0,8,0.00
2015-01-23,18.8,20.8,26,10,16,0.00
2015-01-24,18.8,20.8,22,12,18,0.20
2015-01-25,18.8,21.0,29,19,24,0.00
2015-01-26,18.8,21.0,52,26,37,0.20
2015-01-27,18.9,21.2,43,27,35,0.00
2015-01-28,18.9,21.2,28,25,26,0.00
2015-01-29,18.9,21.2,34,21,26,0.00
2015-01-30,19.0,21.2,32,23,27,0.10
2015-01-31,19.1,21.3,26,13,22,0.00
2015-02-01,19.1,21.3,19,10,14,0.00
2015-02-02,19.1,21.3,24,17,22,0.70
2015-02-03,19.9,22.0,30,24,26,1.10
2015-02-04,21.0,23.1,28,25,26,2.00
2015-02-05,23.4,25.1,33,23,27,0.20
2015-02-06,23.6,25.3,39,27,32,0.20
2015-02-07,23.6,25.5,38,28,31,0.00
2015-02-08,23.6,25.5,36,26,30,0.10
2015-02-09,23.6,25.6,41,25,32,0.10
2015-02-10,23.7,25.7,28,17,24,0.20
2015-02-11,23.8,25.9,35,18,24,0.10
2015-02-12,23.8,26.0,33,19,26,0.00
2015-02-13,23.8,26.0,37,23,29,0.10
2015-02-14,23.8,26.1,41,28,33,0.00
2015-02-15,24.0,26.1,33,15,24,0.00
2015-02-16,24.0,26.1,23,4,12,0.20
2015-02-17,24.2,26.3,16,5,10,0.10
2015-02-18,24.2,26.4,28,10,20,0.10
2015-02-19,24.2,26.5,35,21,28,0.10
2015-02-20,24.3,26.6,26,16,21,1.00
2015-02-21,25.3,27.6,24,4,15,0.50
2015-02-22,25.8,28.1,19,-3,7,0.10
2015-02-23,25.9,28.2,34,6,16,0.10
2015-02-24,25.9,28.3,36,8,19,0.30
2015-02-25,26.2,28.6,23,4,15,0.30
2015-02-26,26.5,28.9,19,4,10,0.10
2015-02-27,26.6,29.0,20,3,10,0.00
2015-02-28,26.6,29.0,27,6,17,0.00
2015-03-01,26.6,29.0,22,13,19,0.70
2015-03-02,27.3,29.7,31,18,26,0.40
2015-03-03,27.7,30.1,22,6,15,0.60
2015-03-04,28.3,30.7,16,-3,4,0.00
2015-03-05,28.3,30.7,21,3,12,0.20
2015-03-06,28.5,30.9,27,12,20,0.50
2015-03-07,28.6,31.4,35,18,26,0.10
2015-03-08,28.7,31.5,35,21,27,0.00
2015-03-09,28.7,31.5,33,19,26,0.00
2015-03-10,28.6,31.5,38,19,28,0.00
2015-03-11,28.6,31.5,40,25,32,0.00
2015-03-12,28.6,31.5,36,26,30,0.00
2015-03-13,28.6,31.5,41,25,31,0.00
2015-03-14,28.6,31.5,41,24,33,0.10
2015-03-15,28.6,31.6,52,31,40,0.10
2015-03-16,28.6,31.7,49,34,41,0.00
2015-03-17,28.4,31.7,49,33,41,0.00
2015-03-18,28.3,31.7,41,28,35,0.00
2015-03-19,28.1,31.7,38,23,28,0.00
2015-03-20,28.7,31.7,43,23,33,0.00
2015-03-21,28.7,31.7,46,30,37,0.00
2015-03-22,28.5,31.7,44,29,35,0.00
2015-03-23,28.0,31.7,40,21,31,0.30
2015-03-24,28.2,32.0,27,16,23,0.80
2015-03-25,29.0,32.8,27,16,20,0.50
2015-03-26,29.3,33.3,33,14,24,0.00
2015-03-27,29.3,33.3,45,26,34,0.20
2015-03-28,29.5,33.5,50,30,39,0.00
2015-03-29,29.2,33.5,44,24,34,0.00
2015-03-30,29.1,33.5,46,29,37,0.00
2015-03-31,29.0,33.5,51,34,41,0.00
2015-04-01,28.9,33.5,40,21,33,0.00
2015-04-02,28.9,33.5,36,15,23,0.00
2015-04-03,28.9,33.5,26,12,18,0.40
2015-04-04,29.0,33.9,42,17,29,0.10
2015-04-05,29.2,34.0,46,27,36,0.00
2015-04-06,29.1,34.0,47,30,38,0.00
2015-04-07,29.1,34.0,43,23,34,0.00
2015-04-08,29.1,34.0,38,20,28,0.10
2015-04-09,29.0,34.1,32,20,24,0.60
2015-04-10,29.4,34.7,42,22,32,0.10
2015-04-11,29.6,34.8,46,28,36,0.00
2015-04-12,29.7,34.8,39,23,31,0.10
2015-04-13,29.7,34.9,48,22,36,0.10
2015-04-14,29.7,35.0,51,28,41,0.00
2015-04-15,29.7,35.0,28,17,22,0.00
2015-04-16,29.7,35.0,32,19,23,0.00
2015-04-17,30.0,35.0,34,20,25,0.90
2015-04-18,30.9,35.9,32,20,25,0.30
2015-04-19,31.2,36.2,33,21,25,0.00
2015-04-20,31.4,36.2,34,22,27,0.30
2015-04-21,31.5,36.5,44,25,34,0.10
2015-04-22,31.6,36.6,48,31,37,0.10
2015-04-23,31.6,36.7,45,28,35,0.00
2015-04-24,31.6,36.7,41,27,33,0.00
2015-04-25,31.6,36.7,40,28,32,0.30
2015-04-26,32.0,37.0,38,28,32,0.30
2015-04-27,32.1,37.3,45,26,33,0.10
2015-04-28,32.1,37.4,47,26,36,0.00
2015-04-29,32.0,37.4,52,31,42,0.10
2015-04-30,31.6,37.5,54,38,44,0.00
2015-05-01,30.9,37.5,52,36,42,0.00
2015-05-02,30.0,37.5,51,35,40,0.00
2015-05-03,29.2,37.5,50,35,41,0.10
2015-05-04,28.3,37.6,47,34,38,0.00
2015-05-05,27.9,37.6,54,34,40,0.50
2015-05-06,27.5,38.1,38,31,35,0.60
2015-05-07,27.8,38.7,44,31,35,0.40
2015-05-08,27.9,39.1,46,30,35,0.30
2015-05-09,28.3,39.4,42,19,29,0.40
2015-05-10,28.6,39.8,31,19,24,0.40
2015-05-11,28.9,40.2,40,21,30,0.20
2015-05-12,29.2,40.4,51,33,42,0.10
2015-05-13,29.1,40.5,46,34,37,0.00
2015-05-14,29.1,40.5,53,33,40,0.10
2015-05-15,29.0,40.6,41,26,33,0.30
2015-05-16,29.4,40.9,39,24,31,0.30
2015-05-17,29.6,41.2,39,27,32,1.10
2015-05-18,30.3,42.3,52,29,38,0.30
2015-05-19,30.6,42.6,35,29,32,0.50
2015-05-20,31.2,43.1,40,29,34,0.30
2015-05-21,31.4,43.4,53,31,39,0.20
2015-05-22,31.5,43.6,42,31,34,0.40
2015-05-23,31.7,44.0,47,28,34,0.40
2015-05-24,32.2,44.4,38,28,31,0.30
2015-05-25,32.6,44.7,41,28,34,0.30
2015-05-26,32.7,45.0,46,33,36,0.50
2015-05-27,32.8,45.5,49,34,38,0.40
2015-05-28,32.2,45.9,46,32,36,0.10
2015-05-29,31.4,46.0,44,31,36,0.00
2015-05-30,31.1,46.0,52,34,44,0.00
2015-05-31,29.8,46.0,58,39,48,0.00
2015-06-01,28.1,46.0,61,44,50,0.00
2015-06-02,27.7,46.0,57,43,50,0.00
2015-06-03,26.3,46.0,61,42,51,0.00
2015-06-04,25.3,46.0,63,42,52,0.00
2015-06-05,24.1,46.0,56,38,46,0.00
2015-06-06,23.5,46.0,52,37,43,0.10
2015-06-07,22.7,46.1,53,36,44,0.00
2015-06-08,21.6,46.1,60,40,50,0.00
2015-06-09,20.4,46.1,66,44,53,0.10
2015-06-10,19.2,46.2,51,40,45,0.20
2015-06-11,18.8,46.4,48,40,42,0.20
2015-06-12,17.6,46.6,55,39,47,0.10
2015-06-13,16.2,46.7,60,43,50,0.00
2015-06-14,14.6,46.7,63,45,52,0.00
2015-06-15,13.4,46.7,60,44,51,0.00
2015-06-16,11.7,46.7,58,40,48,0.00
2015-06-17,9.8,46.7,62,46,54,0.00
2015-06-18,7.9,46.7,65,49,58,0.00
2015-06-19,6.1,46.7,65,51,58,0.00
2015-06-20,4.0,46.7,63,50,56,0.00
2015-06-21,1.9,46.7,67,52,60,0.10
2015-06-22,0.0,46.8,65,51,58,0.00
2015-06-23,0.0,46.8,66,52,59,0.00
2015-06-24,0.0,46.8,66,49,57,0.00
2015-06-25,0.0,46.8,65,49,57,0.00
2015-06-26,0.0,46.8,64,47,54,0.00
2015-06-27,0.0,46.8,68,51,59,0.00
2015-06-28,0.0,46.8,68,53,59,0.00
2015-06-29,0.0,46.8,67,53,58,0.00
2015-06-30,0.0,46.8,70,50,60,0.00
2015-07-01,0.0,46.8,63,50,57,0.00
2015-07-02,0.0,46.8,65,47,55,0.00
2015-07-03,0.0,46.8,67,51,59,0.00
2015-07-04,0.0,46.8,67,52,57,0.00
2015-07-05,0.0,46.8,55,45,50,0.00
2015-07-06,0.0,46.8,57,43,49,0.00
2015-07-07,0.0,46.8,55,43,47,0.30
2015-07-08,0.0,47.1,52,42,44,0.40
2015-07-09,0.0,47.5,57,41,47,0.60
2015-07-10,0.0,48.1,57,41,47,0.00
2015-07-11,0.0,48.1,60,40,48,0.00
2015-07-12,0.0,48.1,62,44,53,0.00
2015-07-13,0.0,48.1,63,45,52,0.00
2015-07-14,0.0,48.1,60,43,51,0.30
2015-07-15,0.0,48.4,59,43,48,0.00
2015-07-16,0.0,48.4,60,42,51,0.40
2015-07-17,0.0,48.8,63,46,53,0.00
2015-07-18,0.0,48.8,60,42,49,0.00
2015-07-19,0.0,48.8,55,42,48,0.00
2015-07-20,0.0,48.8,63,45,52,0.20
2015-07-21,0.0,49.0,52,43,47,0.00
2015-07-22,0.0,49.0,60,43,50,0.10
2015-07-23,0.0,49.1,64,48,55,0.00
2015-07-24,0.0,49.1,64,49,55,0.00
2015-07-25,0.0,49.1,65,47,56,0.00
2015-07-26,0.0,49.1,66,51,58,0.00
2015-07-27,0.0,49.1,64,40,55,0.00
2015-07-28,0.0,49.1,58,36,48,0.00
2015-07-29,0.0,49.1,62,44,54,0.00
2015-07-30,0.0,49.1,67,49,57,0.10
2015-07-31,0.0,49.2,68,50,59,0.10
2015-08-01,0.0,49.3,67,52,58,0.00
2015-08-02,0.0,49.3,70,49,57,0.00
2015-08-03,0.0,49.3,61,43,50,0.00
2015-08-04,0.0,49.3,59,42,49,0.00
2015-08-05,0.0,49.3,65,49,57,0.50
2015-08-06,0.0,49.8,61,42,52,0.00
2015-08-07,0.0,49.8,61,45,51,0.00
2015-08-08,0.0,49.8,59,44,49,0.00
2015-08-09,0.0,49.8,61,43,51,0.00
2015-08-10,0.0,49.8,66,47,56,0.20
2015-08-11,0.0,50.0,65,47,54,0.00
2015-08-12,0.0,50.0,62,47,53,0.00
2015-08-13,0.0,50.0,68,47,56,0.30
2015-08-14,0.0,50.3,69,52,59,0.00
2015-08-15,0.0,50.3,69,49,58,0.00
2015-08-16,0.0,50.3,67,47,54,0.00
2015-08-17,0.0,50.3,64,47,54,0.00
2015-08-18,0.0,50.3,55,34,45,0.00
2015-08-19,0.0,50.3,53,33,43,0.00
2015-08-20,0.0,50.3,60,41,50,0.00
2015-08-21,0.0,50.3,65,43,54,0.00
2015-08-22,0.0,50.3,64,46,54,0.00
2015-08-23,0.0,50.3,65,47,54,0.00
2015-08-24,0.0,50.3,67,50,57,0.00
2015-08-25,0.0,50.3,72,53,60,0.20
2015-08-26,0.0,50.5,67,46,54,0.00
2015-08-27,0.0,50.5,51,44,47,0.00
2015-08-28,0.0,50.5,60,42,51,0.10
2015-08-29,0.0,50.6,65,44,56,0.00
2015-08-30,0.0,50.6,66,44,54,0.00
2015-08-31,0.0,50.6,59,43,47,0.00
2015-09-01,0.0,50.6,60,,38,0.00
2015-09-02,0.0,50.6,63,44,52,0.00
2015-09-03,0.0,50.6,58,43,49,0.00
2015-09-04,0.0,50.6,57,44,47,0.20
2015-09-05,0.0,50.8,58,42,48,0.00
2015-09-06,0.0,50.8,58,40,49,0.00
2015-09-07,0.0,50.8,53,40,46,0.00
2015-09-08,0.0,50.8,55,37,46,0.00
2015-09-09,0.0,50.8,60,42,50,0.00
2015-09-10,0.0,50.8,62,44,52,0.00
2015-09-11,0.0,50.8,62,45,53,0.00
2015-09-12,0.0,50.8,63,47,54,0.00
2015-09-13,0.0,50.8,62,47,53,0.00
2015-09-14,0.0,50.8,59,42,49,0.10
2015-09-15,0.0,50.9,47,40,43,0.70
2015-09-16,0.0,51.6,48,38,43,0.30
2015-09-17,0.0,51.9,47,36,41,0.70
2015-09-18,0.0,52.6,47,31,38,0.00
2015-09-19,0.0,52.6,51,36,43,0.00
2015-09-20,0.0,52.6,56,36,45,0.00
2015-09-21,0.0,52.6,60,42,51,0.20
2015-09-22,0.0,52.8,61,48,53,0.40
2015-09-23,0.0,53.2,62,45,53,0.00
2015-09-24,0.0,53.2,64,48,55,0.00
2015-09-25,0.0,53.2,64,47,55,0.00
2015-09-26,0.0,53.2,64,49,54,0.00
2015-09-27,0.0,53.2,64,47,53,0.00
2015-09-28,0.0,53.2,61,43,51,0.00
2015-09-29,0.0,53.2,60,39,49,0.00
2015-09-30,0.0,53.2,56,44,47,0.00
2015-10-01,0.0,0.0,62,46,52,0.00
2015-10-02,0.0,0.0,59,36,47,0.00
2015-10-03,0.0,0.0,51,33,41,0.00
2015-10-04,0.0,0.0,53,33,43,0.00
2015-10-05,0.0,0.0,52,40,44,0.00
2015-10-06,0.0,0.0,51,36,41,0.00
2015-10-07,0.0,0.0,52,36,43,0.00
2015-10-08,0.0,0.0,53,36,44,0.00
2015-10-09,0.0,0.0,52,39,44,0.00
2015-10-10,0.0,0.0,57,39,47,0.00
2015-10-11,0.0,0.0,56,36,46,0.00
2015-10-12,0.0,0.0,53,32,42,0.00
2015-10-13,0.0,0.0,55,37,46,0.00
2015-10-14,0.0,0.0,57,39,46,0.00
2015-10-15,0.0,0.0,58,39,46,0.00
2015-10-16,0.0,0.0,57,39,47,0.00
2015-10-17,0.0,0.0,58,41,46,0.00
2015-10-18,0.0,0.0,50,38,41,0.00
2015-10-19,0.0,0.0,46,33,39,0.00
2015-10-20,0.0,0.0,45,32,37,0.00
2015-10-21,0.0,0.0,45,33,36,0.00
2015-10-22,0.0,0.0,37,30,33,0.80
2015-10-23,0.5,0.8,35,26,31,0.00
2015-10-24,0.5,0.8,39,26,32,0.00
2015-10-25,0.5,0.8,46,30,36,0.00
2015-10-26,0.5,0.8,38,30,33,0.40
2015-10-27,0.9,1.2,31,21,26,0.10
2015-10-28,1.0,1.3,,,,0.00
2015-10-29,1.0,1.3,41,26,31,0.00
2015-10-30,1.0,1.3,31,23,27,0.00
2015-10-31,1.1,1.3,32,24,29,0.10
2015-11-01,1.1,1.4,43,28,35,0.00
2015-11-02,1.1,1.4,50,32,40,0.00
2015-11-03,1.1,1.4,47,30,38,0.00
2015-11-04,1.1,1.4,35,22,28,0.10
2015-11-05,1.4,1.5,23,15,18,0.50
2015-11-06,2.4,2.0,19,14,17,0.90
2015-11-07,3.2,2.9,33,9,21,0.10
2015-11-08,3.2,3.0,35,21,27,0.00
2015-11-09,3.2,3.0,38,21,30,0.20
2015-11-10,3.2,3.2,36,23,29,0.10
2015-11-11,3.6,3.3,23,13,16,0.30
2015-11-12,3.7,3.6,20,14,17,0.00
2015-11-13,3.7,3.6,28,14,21,0.00
2015-11-14,3.7,3.6,40,22,31,0.10
2015-11-15,3.7,3.7,37,24,29,0.00
2015-11-16,3.7,3.7,28,18,24,0.50
2015-11-17,4.4,4.2,18,12,14,0.00
2015-11-18,4.4,4.2,22,15,18,0.40
2015-11-19,4.7,4.6,25,15,21,0.50
2015-11-20,5.1,5.1,26,1,17,0.30
2015-11-21,5.5,5.4,15,1,10,0.30
2015-11-22,5.5,5.7,31,14,23,0.30
2015-11-23,5.6,6.0,37,23,29,0.10
2015-11-24,5.6,6.1,35,26,29,0.10
2015-11-25,5.6,6.2,38,25,31,0.00
2015-11-26,5.6,6.2,28,14,20,0.00
2015-11-27,5.6,6.2,36,13,21,0.00
2015-11-28,5.8,6.2,22,9,15,0.00
2015-11-29,6.0,6.2,20,3,10,0.00
2015-11-30,6.1,6.2,5,-2,2,0.10
2015-12-01,6.3,6.3,10,2,6,0.20
2015-12-02,6.3,6.5,20,7,14,0.30
2015-12-03,6.3,6.8,29,17,22,0.10
2015-12-04,6.3,6.9,37,22,29,0.00
2015-12-05,6.4,6.9,23,13,17,0.00
2015-12-06,6.4,6.9,34,11,22,0.00
2015-12-07,6.4,6.9,31,20,26,0.40
2015-12-08,6.6,7.3,30,21,26,0.10
2015-12-09,6.7,7.4,35,24,29,0.00
2015-12-10,6.7,7.4,33,22,27,0.00
2015-12-11,6.7,7.4,23,17,20,0.30
2015-12-12,7.5,7.7,22,8,17,0.00
2015-12-13,7.5,7.7,28,8,17,0.30
2015-12-14,7.6,8.0,27,16,21,0.30
2015-12-15,7.9,8.3,16,3,8,0.20
2015-12-16,8.4,8.5,7,3,4,0.40
2015-12-17,9.0,8.9,4,0,2,0.40
2015-12-18,9.2,9.3,22,4,17,0.50
2015-12-19,9.2,9.8,32,19,25,0.10
2015-12-20,9.3,9.9,24,17,20,0.20
2015-12-21,9.7,10.1,20,15,17,1.40
2015-12-22,11.0,11.5,23,13,19,1.50
2015-12-23,12.5,13.0,14,2,9,0.60
2015-12-24,13.5,13.6,15,-3,3,0.10
2015-12-25,13.5,13.7,21,1,10,0.50
2015-12-26,14.0,14.2,10,-7,1,0.00
2015-12-27,14.0,14.2,35,-1,13,0.20
2015-12-28,14.1,14.4,16,8,11,0.00
2015-12-29,14.1,14.4,19,3,9,0.00
2015-12-30,14.1,14.4,8,-3,2,0.00
2015-12-31,14.1,14.4,16,-7,1,0.00
2016-01-01,14.1,14.4,29,-5,11,0.00
2016-01-02,14.1,14.4,26,10,18,0.20
2016-01-03,14.1,14.6,37,18,26,0.20
2016-01-04,14.2,14.8,37,22,28,0.00
2016-01-05,14.2,14.8,29,19,22,0.00
2016-01-06,14.2,14.8,28,20,22,0.10
2016-01-07,14.2,14.9,22,16,20,0.10
2016-01-08,14.6,15.0,24,10,15,0.00
2016-01-09,14.6,15.0,13,5,8,0.00
2016-01-10,14.7,15.0,17,3,7,0.10
2016-01-11,14.8,15.1,15,4,8,0.00
2016-01-12,14.8,15.1,19,8,13,0.10
2016-01-13,14.8,15.2,29,12,20,0.10
2016-01-14,14.9,15.3,20,9,12,0.30
2016-01-15,15.5,15.6,17,7,11,0.30
2016-01-16,16.1,15.9,14,1,9,0.90
2016-01-17,16.8,16.8,20,13,16,1.10
2016-01-18,17.9,17.9,26,15,20,0.40
2016-01-19,18.2,18.3,26,15,19,0.20
2016-01-20,18.5,18.5,20,8,15,0.60
2016-01-21,19.3,19.1,18,8,11,0.10
2016-01-22,19.4,19.2,32,10,22,0.30
2016-01-23,19.6,19.5,32,21,25,0.10
2016-01-24,19.6,19.6,24,12,18,0.10
2016-01-25,20.0,19.7,23,7,12,0.20
2016-01-26,20.2,19.9,17,3,9,0.00
2016-01-27,20.2,19.9,28,10,19,0.30
2016-01-28,20.3,20.2,29,18,23,0.00
2016-01-29,20.4,20.2,24,18,21,0.30
2016-01-30,20.9,20.5,28,10,23,1.40
2016-01-31,22.6,21.9,20,5,11,0.30
2016-02-01,23.0,22.2,28,4,15,0.20
2016-02-02,23.3,22.4,17,-4,5,0.10
2016-02-03,23.4,22.5,7,-6,-1,0.00
2016-02-04,23.6,22.5,12,-4,4,0.30
2016-02-05,23.8,22.8,13,3,8,0.20
2016-02-06,24.0,23.0,24,7,15,0.20
2016-02-07,24.0,23.2,21,14,17,0.00
2016-02-08,24.0,23.2,29,13,20,0.10
2016-02-09,24.1,23.3,34,18,24,0.00
2016-02-10,24.1,23.3,38,21,27,0.00
2016-02-11,24.1,23.3,33,21,27,0.00
2016-02-12,24.1,23.3,38,24,31,0.00
2016-02-13,24.1,23.3,35,17,28,0.00
2016-02-14,24.1,23.3,23,17,20,0.50
2016-02-15,24.9,23.8,27,21,24,1.40
2016-02-16,26.3,25.2,31,23,26,0.10
2016-02-17,26.3,25.3,36,23,29,0.30
2016-02-18,26.5,25.6,38,16,28,0.60
2016-02-19,26.8,26.2,30,13,22,0.10
2016-02-20,26.9,26.3,34,19,25,0.10
2016-02-21,26.9,26.4,31,16,21,0.00
2016-02-22,26.9,26.4,22,15,18,0.00
2016-02-23,26.9,26.4,27,8,14,0.00
2016-02-24,26.9,26.4,23,6,15,0.00
2016-02-25,26.9,26.4,31,14,22,0.00
2016-02-26,26.9,26.4,36,17,26,0.10
